Submission ID,Common Name,Scientific Name,Taxonomic Order,Count,State/Province,County,Location ID,Location,Latitude,Longitude,Date,Time,Protocol,Duration (Min),All Obs Reported,Distance Traveled (km),Area Covered (ha),Number of Observers,Breeding Code,Observation Details,Checklist Comments,ML Catalog Numbers
S379122707,Black-bellied Whistling-Duck,Dendrocygna autumnalis,243,10,US-FL,Palm Beach,L4795535,Gladeview Rd.,26.6661316,-80.492734,2026-08-02,07:45 AM,eBird - Traveling Count,44,1,1.012,,2
S295249336,Black-bellied Whistling-Duck,Dendrocygna autumnalis,243,2,US-FL,Palm Beach,L246929,Green Cay Wetlands & Nature Center,26.4861584,-80.1607561,2026-01-19,03:40 PM,eBird - Traveling Count,126,1,1.37,,2,,,,649247175
S317316734,Black-bellied Whistling-Duck,Dendrocygna autumnalis,243,18,US-FL,Palm Beach,L246929,Green Cay Wetlands & Nature Center,26.4861584,-80.1607561,2026-04-05,08:53 AM,eBird - Traveling Count,93,1,1.207,,2
S302403212,Black-bellied Whistling-Duck,Dendrocygna autumnalis,243,3,US-FL,Palm Beach,L36267176,Lotus Palm,26.375345,-80.174207,2026-02-20,08:37 AM,eBird - Stationary Count,50,1,,,2
S197644941,Black-bellied Whistling-Duck,Dendrocygna autumnalis,243,X,US-FL,Palm Beach,L37089279,Near Home Depot,26.366388,-80.19531,2024-10-05,,eBird - Casual Observation,,0,,,1
S284602086,Black-bellied Whistling-Duck,Dendrocygna autumnalis,243,7,US-FL,Palm Beach,L1017638,Peaceful Waters Sanctuary,26.631443,-80.2332294,2025-11-15,09:31 AM,eBird - Traveling Count,191,1,1.742,,2
S207115735,Black-bellied Whistling-Duck,Dendrocygna autumnalis,243,2,US-FL,Palm Beach,L143084,Wakodahatchee Wetlands,26.4781984,-80.144738,2024-12-29,03:35 PM,eBird - Traveling Count,120,1,.807,,2
S220774453,Black-bellied Whistling-Duck,Dendrocygna autumnalis,243,X,US-FL,Palm Beach,L143084,Wakodahatchee Wetlands,26.4781984,-80.144738,2025-03-25,05:27 PM,eBird - Casual Observation,,0,,,1
S318087261,Black-bellied Whistling-Duck,Dendrocygna autumnalis,243,15,US-FL,Palm Beach,L143084,Wakodahatchee Wetlands,26.4781984,-80.144738,2026-04-06,05:21 PM,eBird - Traveling Count,100,1,.897,,2
S218821253,Graylag Goose,Anser anser,275,X,GB-ENG,London,L41276771,Hyde Park,51.505248,-.160343,2025-03-16,12:23 PM,eBird - Casual Observation,,0,,,1,,,,649415463
S312673001,Brant,Branta bernicla,314,1,IE-M,Kerry,L1274158,Slea Head (Ceann Sléibhe),52.0982394,-10.4552024,2026-03-17,01:00 PM,eBird - Traveling Count,300,0,48.28,,2,,,,653860163
S218821365,Canada Goose,Branta canadensis,342,X,GB-ENG,London,L41276771,Hyde Park,51.505248,-.160343,2025-03-16,12:24 PM,eBird - Casual Observation,,0,,,1
